Year,Month,District,Temperature (°C)
2000,1,Kannur,31.567789267092838
2000,2,Kannur,31.78607474948663
2000,3,Kannur,33.07772334819749
2000,4,Kannur,33.10128291359701
2000,5,Kannur,32.08799695538659
2000,6,Kannur,27.510689747474146
2000,7,Kannur,27.85033204275129
2000,8,Kannur,27.070260650768688
2000,9,Kannur,29.07235862126345
2000,10,Kannur,29.726580959472777
2000,11,Kannur,30.789650376131632
2000,12,Kannur,30.244529958742394
2001,1,Kannur,31.314990604244304
2001,2,Kannur,32.06106534256092
2001,3,Kannur,32.93716383531317
2001,4,Kannur,32.890476138447745
2001,5,Kannur,31.795446555729697
2001,6,Kannur,28.07615070497032
2001,7,Kannur,27.208658497421474
2001,8,Kannur,27.393834561596783
2001,9,Kannur,29.33865226064401
2001,10,Kannur,29.609517616629255
2001,11,Kannur,30.613050127604847
2001,12,Kannur,30.69084283622177
2002,1,Kannur,30.989035672981753
2002,2,Kannur,32.50167167449093
2002,3,Kannur,33.90064886167397
2002,4,Kannur,34.08458322690459
2002,5,Kannur,32.081025179542706
2002,6,Kannur,28.716298791891077
2002,7,Kannur,28.57195341815867
2002,8,Kannur,27.512732768888988
2002,9,Kannur,29.838344586892774
2002,10,Kannur,29.774531207105674
2002,11,Kannur,30.778152931768382
2002,12,Kannur,31.015857957685412
2003,1,Kannur,31.470130437527438
2003,2,Kannur,32.46536996288292
2003,3,Kannur,33.517135132846846
2003,4,Kannur,33.86231123928674
2003,5,Kannur,32.95168098867149
2003,6,Kannur,29.162537948991382
2003,7,Kannur,27.87882948364286
2003,8,Kannur,28.320304527549307
2003,9,Kannur,29.51226334295828
2003,10,Kannur,29.884921292554345
2003,11,Kannur,30.928646638509804
2003,12,Kannur,30.941885926510885
2004,1,Kannur,31.130704948493435
2004,2,Kannur,32.48389822572581
2004,3,Kannur,33.69775530238465
2004,4,Kannur,33.977124999374574
2004,5,Kannur,30.07495389450323
2004,6,Kannur,28.693643115159908
2004,7,Kannur,27.796102796603257
2004,8,Kannur,27.85278722770032
2004,9,Kannur,29.175736142468075
2004,10,Kannur,30.105707535603973
2004,11,Kannur,30.98186287399733
2004,12,Kannur,31.058521376147336
2005,1,Kannur,31.013771921400988
2005,2,Kannur,32.32726468856082
2005,3,Kannur,33.225358013328254
2005,4,Kannur,33.270428359398245
2005,5,Kannur,33.188650971725714
2005,6,Kannur,29.281222953832746
2005,7,Kannur,27.719585342746466
2005,8,Kannur,28.33525505684207
2005,9,Kannur,28.53730468270222
2005,10,Kannur,29.723595168920596
2005,11,Kannur,29.899905283125335
2005,12,Kannur,30.28488480913521
2006,1,Kannur,31.09491366279164
2006,2,Kannur,32.242049805419676
2006,3,Kannur,33.15342235800705
2006,4,Kannur,33.49070354829373
2006,5,Kannur,31.102670980511743
2006,6,Kannur,28.60910874658929
2006,7,Kannur,28.202072762938403
2006,8,Kannur,27.99610910853617
2006,9,Kannur,28.39606622509047
2006,10,Kannur,29.717587024011088
2006,11,Kannur,29.901241728462253
2006,12,Kannur,30.424201192366628
2007,1,Kannur,31.216938788098478
2007,2,Kannur,32.10037009164675
2007,3,Kannur,33.33131201458123
2007,4,Kannur,34.05676649119099
2007,5,Kannur,31.972972388558624
2007,6,Kannur,28.355512367010462
2007,7,Kannur,27.257478708180685
2007,8,Kannur,27.197353165573553
2007,9,Kannur,28.28384867336136
2007,10,Kannur,29.521371430312584
2007,11,Kannur,30.742622439258245
2007,12,Kannur,30.72378184752516
2008,1,Kannur,31.037908415622205
2008,2,Kannur,31.61502460946786
2008,3,Kannur,32.195181085785414
2008,4,Kannur,32.9345680512516
2008,5,Kannur,31.850093075689472
2008,6,Kannur,28.52493173628751
2008,7,Kannur,27.938564329350754
2008,8,Kannur,27.88771848331418
2008,9,Kannur,29.402106458388293
2008,10,Kannur,30.582061504101386
2008,11,Kannur,30.99622534116236
2008,12,Kannur,30.971644635200587
2009,1,Kannur,31.3414807861221
2009,2,Kannur,32.348857601880425
2009,3,Kannur,33.77086725260003
2009,4,Kannur,34.154752927697174
2009,5,Kannur,32.268883070714104
2009,6,Kannur,28.791655183247634
2009,7,Kannur,26.994538617967834
2009,8,Kannur,28.288431721749188
2009,9,Kannur,26.5210454399889
2009,10,Kannur,27.0586976016052
2009,11,Kannur,27.15948225661182
2009,12,Kannur,26.67089949451151
2010,1,Kannur,25.683554173176088
2010,2,Kannur,26.761208508446614
2010,3,Kannur,27.531821122786823
2010,4,Kannur,29.472214288248743
2010,5,Kannur,29.321448288186442
2010,6,Kannur,26.775253285750107
2010,7,Kannur,25.009629946296457
2010,8,Kannur,25.49224877308004
2010,9,Kannur,26.235701469825923
2010,10,Kannur,26.50253822804137
2010,11,Kannur,26.828531372396174
2010,12,Kannur,25.84952727083988
2011,1,Kannur,25.829995404636303
2011,2,Kannur,25.99711515880373
2011,3,Kannur,28.065697544929282
2011,4,Kannur,28.86215002490435
2011,5,Kannur,28.5581314185953
2011,6,Kannur,26.368230035250484
2011,7,Kannur,25.16581430468496
2011,8,Kannur,25.332317080202884
2011,9,Kannur,26.270054903621777
2011,10,Kannur,27.736802125138524
2011,11,Kannur,27.014630334100808
2011,12,Kannur,25.914252760936524
2012,1,Kannur,25.809672146658908
2012,2,Kannur,26.78994658488585
2012,3,Kannur,27.793799076333418
2012,4,Kannur,28.45279726735344
2012,5,Kannur,28.39270585464975
2012,6,Kannur,25.974076406536145
2012,7,Kannur,25.578316023273153
2012,8,Kannur,25.175447322205386
2012,9,Kannur,26.22213496863266
2012,10,Kannur,27.093559641354307
2012,11,Kannur,26.95436234741638
2012,12,Kannur,27.305593509710402
2013,1,Kannur,27.070190523401397
2013,2,Kannur,27.192854231256565
2013,3,Kannur,28.528863800333333
2013,4,Kannur,29.501039056532093
2013,5,Kannur,28.711170805441903
2013,6,Kannur,25.064936613259178
2013,7,Kannur,24.58465712755815
2013,8,Kannur,25.16188558768442
2013,9,Kannur,25.999045565427497
2013,10,Kannur,26.64022557774219
2013,11,Kannur,27.16011955846325
2013,12,Kannur,26.66140238915206
2014,1,Kannur,26.270104994389857
2014,2,Kannur,26.940563423891483
2014,3,Kannur,28.225562150035653
2014,4,Kannur,28.868344504888377
2014,5,Kannur,28.50304590274936
2014,6,Kannur,27.245345855313428
2014,7,Kannur,25.13457070550396
2014,8,Kannur,25.320003369402073
2014,9,Kannur,26.190328663371158
2014,10,Kannur,27.468188651772714
2014,11,Kannur,26.79033539799401
2014,12,Kannur,26.686096988631167
2015,1,Kannur,25.746306108414032
2015,2,Kannur,27.013053860726256
2015,3,Kannur,27.703376069110192
2015,4,Kannur,27.994372158370826
2015,5,Kannur,28.405801384977778
2015,6,Kannur,26.86372328680438
2015,7,Kannur,26.02678361713977
2015,8,Kannur,26.464393777534063
2015,9,Kannur,27.75751346674388
