state,year,rainfall
Uttarakhand,2022,3.458199539605234
Uttarakhand,2023,4.079433350301368
Andaman and Nicobar,2000,9.417282636851851
Andaman and Nicobar,2001,8.732144047316815
Andaman and Nicobar,2002,9.70117519848749
Andaman and Nicobar,2003,9.2636535651096
Andaman and Nicobar,2004,8.669970171698251
Andaman and Nicobar,2005,8.929223824191892
Andaman and Nicobar,2006,8.414475819138001
Andaman and Nicobar,2007,10.581862391639731
Andaman and Nicobar,2008,8.542526498967977
Andaman and Nicobar,2009,9.632024112889962
Andaman and Nicobar,2010,9.269186500897405
Andaman and Nicobar,2011,10.284778625787318
Andaman and Nicobar,2012,8.986803044751136
Andaman and Nicobar,2013,9.581409164559425
Andaman and Nicobar,2014,7.648853751932305
Andaman and Nicobar,2015,7.392972200333628
Andaman and Nicobar,2016,8.487808828881612
Andaman and Nicobar,2017,8.472012412878492
Andaman and Nicobar,2018,9.80362041844924
Andaman and Nicobar,2019,8.779298979979785
Andaman and Nicobar,2020,9.19075155560926
Andaman and Nicobar,2021,9.788518626198604
Andaman and Nicobar,2022,8.383021964550572
Andaman and Nicobar,2023,6.568419157621161
Andhra Pradesh,2000,2.9812092490394257
Andhra Pradesh,2001,2.703730277752512
Andhra Pradesh,2002,2.337247564093893
Andhra Pradesh,2003,2.4658397139838573
Andhra Pradesh,2004,2.3560478598993044
Andhra Pradesh,2005,3.4828419854496406
Andhra Pradesh,2006,2.8941887924016476
Andhra Pradesh,2007,3.3068577407114375
Andhra Pradesh,2008,2.7676092105091787
Andhra Pradesh,2009,2.279077703653489
Andhra Pradesh,2010,3.9627589770232654
Andhra Pradesh,2011,2.2829797893618724
Andhra Pradesh,2012,2.9425939151291507
Andhra Pradesh,2013,3.0678130907065126
Andhra Pradesh,2014,2.410436607521422
Andhra Pradesh,2015,2.476269391607533
Andhra Pradesh,2016,2.557766934820352
Andhra Pradesh,2017,2.7232735374665964
Andhra Pradesh,2018,2.4521478408267283
Andhra Pradesh,2019,2.907278311579132
Andhra Pradesh,2020,3.649926541420332
Andhra Pradesh,2021,3.202268733977398
Andhra Pradesh,2022,3.3967001317491836
Andhra Pradesh,2023,2.440647543047737
Assam,2000,7.764780275185875
Assam,2001,6.612006884151973
Assam,2002,6.698973027702065
Assam,2003,6.8354134308203545
Assam,2004,7.992567712467923
Assam,2005,6.752380409696248
Assam,2006,5.976499405698152
Assam,2007,7.521793655687019
Assam,2008,6.505749064936301
Assam,2009,6.217726732050708
Assam,2010,8.223398867918522
Assam,2011,6.251302361601577
Assam,2012,7.610682677618238
Assam,2013,6.620463927972049
Assam,2014,6.411245126884239
Assam,2015,6.729720568546531
Assam,2016,6.675156628443188
Assam,2017,7.6271443116913105
Assam,2018,6.048369629068496
Assam,2019,6.396290435148412
Assam,2020,6.595757039002354
Assam,2021,5.280024271234991
Assam,2022,6.3717227390622915
Assam,2023,5.6720484843699355
Delhi,2000,1.4363874365960847
Delhi,2001,1.1656284826069003
Delhi,2002,1.2164382012595678
Delhi,2003,1.7919649992689008
Delhi,2004,1.3735100894754688
Delhi,2005,1.7451124379974854
Delhi,2006,1.53985813610143
Delhi,2007,1.7951637829799123
Delhi,2008,2.333658326012847
Delhi,2009,1.715591582649154
Delhi,2010,3.060987458200485
Delhi,2011,2.5579623135372995
Delhi,2012,2.484597017834579
Delhi,2013,2.592304958820377
Delhi,2014,1.5059247261145932
Delhi,2015,1.8329758077857703
Delhi,2016,2.25196851021748
Delhi,2017,2.079455549488133
Delhi,2018,2.8078298101595247
Delhi,2019,1.8787465060578907
Delhi,2020,2.0397995181725337
Delhi,2021,2.715533919366127
Delhi,2022,1.9952039363596676
Delhi,2023,2.1233819783905874
Goa,2000,9.07611303568638
Goa,2001,5.691661070851063
Goa,2002,5.844511327384929
Goa,2003,6.144034810084087
Goa,2004,6.836357274691494
Goa,2005,9.088815471873984
Goa,2006,8.573372627845288
Goa,2007,9.786026469240552
Goa,2008,7.210124635528707
Goa,2009,8.464667242372034
Goa,2010,9.501433957212384
Goa,2011,9.56515525364104
Goa,2012,5.889951508522596
Goa,2013,7.469315121989172
Goa,2014,8.232688184806992
Goa,2015,5.8960002418994435
Goa,2016,7.532806169945974
Goa,2017,7.071090801590345
Goa,2018,7.319409231026168
Goa,2019,11.17528489000885
Goa,2020,9.72896773293869
Goa,2021,8.272918309125968
Goa,2022,8.99579690159731
Goa,2023,6.703129932053178
Gujarat,2000,1.6273632775217626
Gujarat,2001,1.4817821590562656
Gujarat,2002,1.0718860367100205
Gujarat,2003,2.2074911086746125
Gujarat,2004,2.14818814191619
Gujarat,2005,2.2227999471647983
Gujarat,2006,2.9419853564061955
Gujarat,2007,2.934293552670031
Gujarat,2008,1.916565090785839
Gujarat,2009,2.1017890575446456
Gujarat,2010,3.1413246065977813
Gujarat,2011,2.64594441463715
Gujarat,2012,1.7365686508766265
Gujarat,2013,2.471816824939123
Gujarat,2014,1.9624258262980303
Gujarat,2015,1.902845923820768
Gujarat,2016,2.090007891646456
Gujarat,2017,2.491650437412552
Gujarat,2018,1.6673493961794412
Gujarat,2019,2.9070398592406352
Gujarat,2020,3.038918759045104
Gujarat,2021,2.2738038168040977
Gujarat,2022,2.699375480528877
Gujarat,2023,2.196695079738828
Haryana,2000,1.020451910437442
Haryana,2001,1.0063354400274942
Haryana,2002,0.8165115324690068
Haryana,2003,1.1829656504501127
Haryana,2004,0.9301418824208688
Haryana,2005,1.2335239690076696
Haryana,2006,1.0166434304991985
Haryana,2007,1.2273986335564813
Haryana,2008,1.550798307086156
Haryana,2009,1.4507972459884215
Haryana,2010,2.66565609167148
Haryana,2011,2.27908138291615
Haryana,2012,2.1598484455057623
Haryana,2013,2.2570127990791904
Haryana,2014,1.5638719080531926
Haryana,2015,1.8359079907801936
Haryana,2016,1.8868867857039204
Haryana,2017,1.8749033982307115
Haryana,2018,2.5378156055690444
Haryana,2019,1.7538136826712714
Haryana,2020,1.8908691514479112
Haryana,2021,2.327875734848956
Haryana,2022,1.989826407870384
Haryana,2023,2.163902531521022
Himachal Pradesh,2000,0.8362673383047394
Himachal Pradesh,2001,0.9005194954427063
Himachal Pradesh,2002,0.8231707264304462
Himachal Pradesh,2003,0.8615839600527276
Himachal Pradesh,2004,0.8071506234242499
Himachal Pradesh,2005,0.8378691676410079
Himachal Pradesh,2006,0.9910373266303864
Himachal Pradesh,2007,0.9053589994536924
Himachal Pradesh,2008,0.8989239008242653
Himachal Pradesh,2009,2.7381116906561904
Himachal Pradesh,2010,3.5501415967392047
Himachal Pradesh,2011,3.673790847696182
Himachal Pradesh,2012,3.309862921086552
Himachal Pradesh,2013,3.3478702954798725
Himachal Pradesh,2014,3.4219600942762853
Himachal Pradesh,2015,3.6876759650085407
Himachal Pradesh,2016,2.786624457222061
Himachal Pradesh,2017,3.00512816033554
Himachal Pradesh,2018,3.492886998175321
Himachal Pradesh,2019,3.4935901035640895
Himachal Pradesh,2020,2.8360934343956146
Himachal Pradesh,2021,2.7989716677068155
Himachal Pradesh,2022,2.764776782262144
Himachal Pradesh,2023,3.624804297844572
Karnataka,2000,3.356078405621623
Karnataka,2001,2.9536091935238864
Karnataka,2002,2.5208966668889574
Karnataka,2003,2.2172545465365765
Karnataka,2004,2.947499380152676
Karnataka,2005,4.0859785902939
Karnataka,2006,3.183841020440307
Karnataka,2007,4.0052528868431905
Karnataka,2008,3.0244527988905188
Karnataka,2009,3.567083688331213
Karnataka,2010,4.111565115612769
Karnataka,2011,3.0354014251363415
Karnataka,2012,2.768917075289574
Karnataka,2013,3.07795255322657
Karnataka,2014,3.2512333472939465
Karnataka,2015,2.824896370208279
Karnataka,2016,2.407059752240223
Karnataka,2017,3.254336772920227
Karnataka,2018,2.8341253299055404
Karnataka,2019,3.559980673579542
Karnataka,2020,3.794862588059414
Karnataka,2021,3.734304318340786
Karnataka,2022,3.844319336776321
Karnataka,2023,2.357064743402657
Kerala,2000,7.405400528925844
Kerala,2001,7.407670793636914
Kerala,2002,6.56825317369476
Kerala,2003,6.647225270904591
Kerala,2004,8.076793729116273
Kerala,2005,8.07695635911251
Kerala,2006,8.83679879755857
Kerala,2007,9.493481554971012
Kerala,2008,7.691759025949517
Kerala,2009,7.868237865976912
Kerala,2010,9.332452656466362
Kerala,2011,8.921851598855103
Kerala,2012,7.14284399772806
Kerala,2013,7.333638093015138
Kerala,2014,7.635688001889587
Kerala,2015,7.065454671974715
Kerala,2016,4.942625420970832
Kerala,2017,7.743144087589109
Kerala,2018,9.367765132377626
Kerala,2019,8.141428264912633
Kerala,2020,8.046501628355877
Kerala,2021,8.85860942309562
Kerala,2022,8.939160644005824
Kerala,2023,6.817049220664226
Lakshadweep,2000,5.183001919069153
Lakshadweep,2001,6.615874399309573
Lakshadweep,2002,4.726232986519302
Lakshadweep,2003,5.845341326533884
Lakshadweep,2004,5.547242742517722
Lakshadweep,2005,4.916970653810362
Lakshadweep,2006,6.09862033871637
Lakshadweep,2007,7.47054395813873
Lakshadweep,2008,5.9733895046123555
Lakshadweep,2009,6.334448479223942
Lakshadweep,2010,7.929505139157394
Lakshadweep,2011,6.754813313484191
Lakshadweep,2012,5.171666344870693
Lakshadweep,2013,6.004975705906965
Lakshadweep,2014,4.886537500049758
Lakshadweep,2015,5.659780395203742
Lakshadweep,2016,4.794631544230641
Lakshadweep,2017,5.9056882115377896
Lakshadweep,2018,5.690574542335843
Lakshadweep,2019,7.084173660347427
Lakshadweep,2020,7.440916686818221
Lakshadweep,2021,6.271664626356485
Lakshadweep,2022,6.538231286449709
Lakshadweep,2023,5.301492223705072
Maharashtra,2000,2.7426745241841504
Maharashtra,2001,2.6167400491990964
Maharashtra,2002,2.336076431067956
Maharashtra,2003,2.5818712014573872
Maharashtra,2004,2.5904468948657833
Maharashtra,2005,3.6028258243594813
Maharashtra,2006,3.77121755514895
Maharashtra,2007,3.5305868960490843
Maharashtra,2008,2.832577821992293
Maharashtra,2009,2.8175775275523436
Maharashtra,2010,3.9871595782620153
Maharashtra,2011,3.041895399789415
Maharashtra,2012,2.805274803429191
Maharashtra,2013,3.46690884092775
Maharashtra,2014,2.6465442975231737
Maharashtra,2015,2.4685841103251844
Maharashtra,2016,3.158993504652684
Maharashtra,2017,2.974981509983244
Maharashtra,2018,2.669027752123964
Maharashtra,2019,3.670837888205336
Maharashtra,2020,3.934817595329179
Maharashtra,2021,3.379005799525544
Maharashtra,2022,3.890206656310827
Maharashtra,2023,2.9283223468619513
Manipur,2000,5.562427076349606
Manipur,2001,4.719101365147109
Manipur,2002,4.332011589790355
Manipur,2003,4.730358481397773
Manipur,2004,6.17102927263411
Manipur,2005,5.128863488896241
Manipur,2006,4.140739798813317
Manipur,2007,5.601046655000236
Manipur,2008,4.494883281569597
Manipur,2009,4.285770693065643
Manipur,2010,6.379219440087219
Manipur,2011,5.101469701411969
Manipur,2012,5.116688332871395
Manipur,2013,4.997532815210592
Manipur,2014,4.176423158791201
Manipur,2015,4.9568926527415975
Manipur,2016,5.461881992784674
Manipur,2017,5.9444357064521816
Manipur,2018,4.57831239375884
Manipur,2019,3.8655866708524234
Manipur,2020,4.492286856667807
Manipur,2021,3.5949862898046594
Manipur,2022,4.351966502378227
Manipur,2023,4.142813886500011
Meghalaya,2000,10.289882663605102
Meghalaya,2001,8.42908247740973
Meghalaya,2002,9.330870685629923
Meghalaya,2003,8.911901944492225
Meghalaya,2004,10.569550131876383
Meghalaya,2005,8.914087658935678
Meghalaya,2006,7.5956437315288765
Meghalaya,2007,9.636029722633426
Meghalaya,2008,8.24417931872427
Meghalaya,2009,8.586536961634506
Meghalaya,2010,10.320657650288078
Meghalaya,2011,8.770307256450668
Meghalaya,2012,10.266655998706533
Meghalaya,2013,8.885414871442524
Meghalaya,2014,9.09935959580677
Meghalaya,2015,8.537082743210206
Meghalaya,2016,8.076350477436748
Meghalaya,2017,10.608369815532946
Meghalaya,2018,7.1263650900188535
Meghalaya,2019,8.634432333419655
Meghalaya,2020,8.642906804509076
Meghalaya,2021,6.358701950153286
Meghalaya,2022,7.874165077313127
Meghalaya,2023,7.044614484149207
Mizoram,2000,7.207077713191767
Mizoram,2001,7.356025489906686
Mizoram,2002,6.5816483738454155
Mizoram,2003,6.7107954898760225
Mizoram,2004,8.346329173259553
Mizoram,2005,5.888815067017135
Mizoram,2006,6.212627428524817
Mizoram,2007,8.422459847490424
Mizoram,2008,5.960505806869487
Mizoram,2009,6.455533227406917
Mizoram,2010,8.233165679774855
Mizoram,2011,7.363834363441545
Mizoram,2012,7.069079744184976
Mizoram,2013,6.448415858614157
Mizoram,2014,5.806443843576245
Mizoram,2015,7.381754430158933
Mizoram,2016,7.077110739526038
Mizoram,2017,8.4204546779946
Mizoram,2018,5.814926279641666
Mizoram,2019,5.527943032090374
Mizoram,2020,6.435587211799248
Mizoram,2021,5.313948819556837
Mizoram,2022,5.457162428340865
Mizoram,2023,5.917224854466372
Nagaland,2000,6.351231839900442
Nagaland,2001,5.854004540501515
Nagaland,2002,5.204855942871692
Nagaland,2003,5.741858349219809
Nagaland,2004,6.674223731679239
Nagaland,2005,5.387525014803277
Nagaland,2006,5.020670293998137
Nagaland,2007,6.2657162937479605
Nagaland,2008,5.568988167666308
Nagaland,2009,4.925873509042351
Nagaland,2010,6.607118304491022
Nagaland,2011,5.758500494550455
Nagaland,2012,5.647250385871977
Nagaland,2013,5.612990678783036
Nagaland,2014,5.047608500259175
Nagaland,2015,5.511063633162691
Nagaland,2016,5.888212783652575
Nagaland,2017,6.144740080692754
Nagaland,2018,5.5826600937642405
Nagaland,2019,5.021356836141257
Nagaland,2020,5.14765854721022
Nagaland,2021,4.9147536953447375
Nagaland,2022,5.270976397923825
Nagaland,2023,5.2619835014509455
Orissa,2000,3.0529505224769333
Orissa,2001,4.527752081323786
Orissa,2002,3.4415216475209793
Orissa,2003,4.47290474098258
Orissa,2004,3.845092051983026
Orissa,2005,4.443270862657795
Orissa,2006,4.728955948680162
Orissa,2007,4.759222814116341
Orissa,2008,4.682902096334413
Orissa,2009,4.022462312980899
Orissa,2010,3.917118632519813
Orissa,2011,4.22313907591107
Orissa,2012,4.272243393941094
Orissa,2013,4.669940633230779
Orissa,2014,4.204246928207853
Orissa,2015,3.6488348959967905
Orissa,2016,3.973864571336107
Orissa,2017,4.390586219415042
Orissa,2018,4.543723806198423
Orissa,2019,4.209970284756792
Orissa,2020,4.562994888928395
Orissa,2021,4.332529523764419
Orissa,2022,3.92349957648853
Orissa,2023,3.778561424388367
Punjab,2000,0.7784260088977599
Punjab,2001,0.9452214806387668
Punjab,2002,0.7448546353517593
Punjab,2003,1.0007444397146608
Punjab,2004,0.7893485120529466
Punjab,2005,1.0135311278030683
Punjab,2006,1.083281897730763
Punjab,2007,1.142887375065583
Punjab,2008,1.268527489556619
Punjab,2009,1.576149294500459
Punjab,2010,2.174195525461067
Punjab,2011,2.5327731625852454
Punjab,2012,1.9660372871553071
Punjab,2013,2.3211980163827315
Punjab,2014,2.1660839750100433
Punjab,2015,2.3622429443132424
Punjab,2016,1.9797813834801532
Punjab,2017,1.9539013523725557
Punjab,2018,2.3424970807996015
Punjab,2019,2.2676971164905777
Punjab,2020,2.1404740263254385
Punjab,2021,2.3978964601435933
Punjab,2022,2.287038429114475
Punjab,2023,2.621157745363088
Rajasthan,2000,1.0850765608011597
Rajasthan,2001,1.2829070488897758
Rajasthan,2002,0.5773378318473847
Rajasthan,2003,1.3569184271738652
Rajasthan,2004,1.164513218982975
Rajasthan,2005,1.223953845006885
Rajasthan,2006,1.3770587744760436
Rajasthan,2007,1.1862879521687613
Rajasthan,2008,1.2994955340626837
Rajasthan,2009,1.0173196639403084
Rajasthan,2010,1.7390733323131082
Rajasthan,2011,1.6884367488834056
Rajasthan,2012,1.539832507677397
Rajasthan,2013,1.7613916081317205
Rajasthan,2014,1.2464205402325004
Rajasthan,2015,1.2531956975131155
Rajasthan,2016,1.7815199090291705
Rajasthan,2017,1.3930587749712584
Rajasthan,2018,1.4892909643565957
Rajasthan,2019,1.8808186941796865
Rajasthan,2020,1.579474817620936
Rajasthan,2021,1.5797081058838731
Rajasthan,2022,1.9492768109332368
Rajasthan,2023,1.647283112394421
Sikkim,2000,3.7684427681063015
Sikkim,2001,3.6788338832509337
Sikkim,2002,3.4805903891785435
Sikkim,2003,3.4553160691820546
Sikkim,2004,3.579124608207453
Sikkim,2005,3.2746694729037813
Sikkim,2006,3.409527211572453
Sikkim,2007,3.966517548796616
Sikkim,2008,3.5663384143040178
Sikkim,2009,4.222127332574415
Sikkim,2010,4.034652642088151
Sikkim,2011,3.761503343003688
Sikkim,2012,3.5204204589319996
Sikkim,2013,3.300095193158311
Sikkim,2014,3.558479409620399
Sikkim,2015,3.356728112148484
Sikkim,2016,3.620424537035928
Sikkim,2017,3.418890740657873
Sikkim,2018,3.0807447843565674
Sikkim,2019,2.9252138570623627
Sikkim,2020,3.427379802798508
Sikkim,2021,3.502836428442966
Sikkim,2022,3.4530629647482276
Sikkim,2023,2.816233941503118
Tamil Nadu,2000,3.4312897143808385
Tamil Nadu,2001,3.0158329353392848
Tamil Nadu,2002,2.640958052182585
Tamil Nadu,2003,2.804065173317845
Tamil Nadu,2004,3.5455465763311422
Tamil Nadu,2005,3.9287412418253296
Tamil Nadu,2006,3.360393021794345
Tamil Nadu,2007,3.66946839851079
Tamil Nadu,2008,3.4431818477093836
Tamil Nadu,2009,2.992962672841188
Tamil Nadu,2010,4.393516089326424
Tamil Nadu,2011,3.6512251490194982
Tamil Nadu,2012,3.167335024070906
Tamil Nadu,2013,2.805399224942876
Tamil Nadu,2014,2.9803885184224344
Tamil Nadu,2015,3.843720118500947
Tamil Nadu,2016,2.058613374664223
Tamil Nadu,2017,3.2910067682071604
Tamil Nadu,2018,3.090757489566739
Tamil Nadu,2019,3.216021318261982
Tamil Nadu,2020,3.423221213192606
Tamil Nadu,2021,4.502117767845526
Tamil Nadu,2022,3.546292436743128
Tamil Nadu,2023,3.5221610810741786
Tripura,2000,8.385535071290974
Tripura,2001,7.982285848919728
Tripura,2002,7.514373247120233
Tripura,2003,7.607326251641977
Tripura,2004,9.966212685361317
Tripura,2005,6.587357870104276
Tripura,2006,7.163091026222842
Tripura,2007,9.629831063733254
Tripura,2008,6.614326606293422
Tripura,2009,7.504790085105573
Tripura,2010,8.284522316354657
Tripura,2011,7.397191492110948
Tripura,2012,7.887054959352904
Tripura,2013,7.117634731376284
Tripura,2014,7.212280345371075
Tripura,2015,7.885978349037131
Tripura,2016,8.169872392453666
Tripura,2017,10.454703387961516
Tripura,2018,6.655580549139669
Tripura,2019,7.4432190543353
Tripura,2020,7.629394505224159
Tripura,2021,6.786501565187033
Tripura,2022,6.596716231374881
Tripura,2023,7.602236548031033
West Bengal,2000,4.7552327794798375
West Bengal,2001,4.976934230266614
West Bengal,2002,4.860985055910323
West Bengal,2003,4.763548383054667
West Bengal,2004,4.697546525699735
West Bengal,2005,4.801296608446876
West Bengal,2006,4.587757969348613
West Bengal,2007,5.747690798667644
West Bengal,2008,5.121704564833761
West Bengal,2009,4.65640085505001
West Bengal,2010,4.205301164273736
West Bengal,2011,5.027673278779548
West Bengal,2012,4.47476898488631
West Bengal,2013,5.281727039960626
West Bengal,2014,4.279857468859612
West Bengal,2015,5.101221559191859
West Bengal,2016,5.363151250178146
West Bengal,2017,6.129430897610368
West Bengal,2018,4.39395130283034
West Bengal,2019,4.885985162660509
West Bengal,2020,5.765298136120648
West Bengal,2021,6.118095118305232
West Bengal,2022,4.367964841472098
West Bengal,2023,4.254768557181563
Arunachal Pradesh,2000,8.001507522955235
Arunachal Pradesh,2001,7.891155677534088
Arunachal Pradesh,2002,7.396870473457412
Arunachal Pradesh,2003,7.0676804508484405
Arunachal Pradesh,2004,8.390550626180417
Arunachal Pradesh,2005,7.48261176325688
Arunachal Pradesh,2006,7.501116706287335
Arunachal Pradesh,2007,7.838900156163334
Arunachal Pradesh,2008,7.500267429551552
Arunachal Pradesh,2009,6.64504008377157
Arunachal Pradesh,2010,8.57120965942041
Arunachal Pradesh,2011,6.880665497318073
Arunachal Pradesh,2012,8.425345296181206
Arunachal Pradesh,2013,7.485863890300419
Arunachal Pradesh,2014,6.549076121609265
Arunachal Pradesh,2015,7.569929723060673
Arunachal Pradesh,2016,7.513199296205478
Arunachal Pradesh,2017,7.664964042840929
Arunachal Pradesh,2018,6.226065026756367
Arunachal Pradesh,2019,7.051803102563229
Arunachal Pradesh,2020,7.126292770448618
Arunachal Pradesh,2021,6.081712637650126
Arunachal Pradesh,2022,6.992148667515594
Arunachal Pradesh,2023,6.976029830987645
Chandigarh,2000,0.7784353550685044
Chandigarh,2001,0.9019749228511428
Chandigarh,2002,0.7648487729549627
Chandigarh,2003,0.8706090099623298
Chandigarh,2004,0.676294571104141
Chandigarh,2005,0.77382499885472
Chandigarh,2006,0.7993075133240529
Chandigarh,2007,0.8894940168821664
Chandigarh,2008,1.0559748324124796
Chandigarh,2009,2.215193280886428
Chandigarh,2010,3.835706749989637
Chandigarh,2011,3.601854681370194
Chandigarh,2012,3.199049622976633
Chandigarh,2013,3.4620929028769156
Chandigarh,2014,2.8685304021682976
Chandigarh,2015,3.192770528553937
Chandigarh,2016,2.432367804604325
Chandigarh,2017,2.976544903272474
Chandigarh,2018,4.033754378788442
Chandigarh,2019,3.207991657056856
Chandigarh,2020,2.9255328722491973
Chandigarh,2021,2.644448857609946
Chandigarh,2022,2.84933389054755
Chandigarh,2023,3.776952290959359
Dadra and Nagar Haveli,2000,4.327388688269411
Dadra and Nagar Haveli,2001,3.899086657436376
Dadra and Nagar Haveli,2002,3.757337768697152
Dadra and Nagar Haveli,2003,4.327649223734778
Dadra and Nagar Haveli,2004,6.046420431893786
Dadra and Nagar Haveli,2005,6.578789922135952
Dadra and Nagar Haveli,2006,6.814173017505697
Dadra and Nagar Haveli,2007,6.684344492355746
Dadra and Nagar Haveli,2008,5.872957418790194
Dadra and Nagar Haveli,2009,4.407244190966623
Dadra and Nagar Haveli,2010,6.720308105440072
Dadra and Nagar Haveli,2011,6.218759208800269
Dadra and Nagar Haveli,2012,4.352911692362042
Dadra and Nagar Haveli,2013,5.988252140801187
Dadra and Nagar Haveli,2014,4.999652341788715
