state,year,rainfall
Dadra and Nagar Haveli,2015,3.909141066051327
Dadra and Nagar Haveli,2016,5.126967676071914
Dadra and Nagar Haveli,2017,6.168631063328624
Dadra and Nagar Haveli,2018,5.019558008694872
Dadra and Nagar Haveli,2019,8.08204336539613
Dadra and Nagar Haveli,2020,7.72902359323532
Dadra and Nagar Haveli,2021,5.330227852038359
Dadra and Nagar Haveli,2022,7.379495851436841
Dadra and Nagar Haveli,2023,5.292339162971051
Daman and Diu,2000,1.7348838859949225
Daman and Diu,2001,1.5667911198198263
Daman and Diu,2002,0.984227814978784
Daman and Diu,2003,2.3391428426853103
Daman and Diu,2004,2.008325236439955
Daman and Diu,2005,2.3376469291443076
Daman and Diu,2006,2.6000460631604048
Daman and Diu,2007,3.631302880995516
Daman and Diu,2008,2.601983586287908
Daman and Diu,2009,3.545683688173169
Daman and Diu,2010,3.575384580453168
Daman and Diu,2011,2.8408564287842135
Daman and Diu,2012,1.301267303097703
Daman and Diu,2013,2.6018209112937183
Daman and Diu,2014,2.126952850082651
Daman and Diu,2015,1.9437365607897903
Daman and Diu,2016,1.799009742718292
Daman and Diu,2017,2.323112276898668
Daman and Diu,2018,2.2787604032319813
Daman and Diu,2019,3.360373311761746
Daman and Diu,2020,3.899127000597833
Daman and Diu,2021,2.615461448795001
Daman and Diu,2022,2.792300481247531
Daman and Diu,2023,2.278318759775221
Puducherry,2000,4.8877568820473565
Puducherry,2001,4.376972591090321
Puducherry,2002,4.031858580487635
Puducherry,2003,4.3468483493748975
Puducherry,2004,5.269551631332583
Puducherry,2005,5.711180705696058
Puducherry,2006,5.062300643985443
Puducherry,2007,5.3679428789619665
Puducherry,2008,5.37451125390773
Puducherry,2009,5.393954474792866
Puducherry,2010,6.461075385653628
Puducherry,2011,5.604428077564358
Puducherry,2012,4.60982055685578
Puducherry,2013,4.831019104770932
Puducherry,2014,5.288413609748363
Puducherry,2015,5.688587908817426
Puducherry,2016,3.183706641049285
Puducherry,2017,5.290443160072665
Puducherry,2018,5.2911103297275
Puducherry,2019,5.163150732892418
Puducherry,2020,5.95485518695403
Puducherry,2021,6.260005057738851
Puducherry,2022,5.328584285059421
Puducherry,2023,4.8259282668835
