Latitude,Longitude,NDVI
24.14222326071214,92.45910061800174,0.5809296296296297
24.187139024918114,92.45910061800174,0.556
24.187139024918114,92.50401638220772,0.5372107142857143
24.232054789124092,92.45910061800174,0.47782222222222226
24.232054789124092,92.50401638220772,0.5147535714285715
24.276970553330067,92.23452179697186,0.4329071428571428
24.276970553330067,92.27943756117784,0.45929285714285717
24.276970553330067,92.32435332538383,0.4776607142857143
24.276970553330067,92.36926908958979,0.4709357142857143
24.276970553330067,92.41418485379577,0.45433928571428567
24.276970553330067,92.45910061800174,0.45894642857142853
24.276970553330067,92.50401638220772,0.4913607142857143
24.276970553330067,92.5489321464137,0.4913607142857143
24.276970553330067,92.59384791061967,0.5135357142857143
24.321886317536045,92.27943756117784,0.4304857142857143
24.321886317536045,92.32435332538383,0.4358
24.321886317536045,92.36926908958979,0.4359392857142857
24.321886317536045,92.41418485379577,0.4267892857142857
24.321886317536045,92.45910061800174,0.42775
24.321886317536045,92.50401638220772,0.47394642857142855
24.321886317536045,92.5489321464137,0.47394642857142855
24.321886317536045,92.59384791061967,0.49728214285714284
24.36680208174202,92.27943756117784,0.3874
24.36680208174202,92.32435332538383,0.37958214285714287
24.36680208174202,92.36926908958979,0.41063214285714283
24.36680208174202,92.41418485379577,0.416325
24.36680208174202,92.45910061800174,0.387125
24.36680208174202,92.50401638220772,0.40273571428571425
24.36680208174202,92.5489321464137,0.40273571428571425
24.36680208174202,92.59384791061967,0.40488214285714286
24.36680208174202,92.63876367482565,0.48136296296296294
24.36680208174202,92.68367943903162,0.4870357142857143
24.411717845947997,92.27943756117784,0.3730678571428572
24.411717845947997,92.32435332538383,0.33535714285714285
24.411717845947997,92.36926908958979,0.37195357142857144
24.411717845947997,92.41418485379577,0.40158571428571427
24.411717845947997,92.45910061800174,0.37615714285714286
24.411717845947997,92.50401638220772,0.40245
24.411717845947997,92.5489321464137,0.40245
24.411717845947997,92.59384791061967,0.445492
24.411717845947997,92.63876367482565,0.45393703703703703
24.411717845947997,92.68367943903162,0.46298214285714284
24.411717845947997,92.86334249585553,0.49422857142857146
24.411717845947997,92.9082582600615,0.5011571428571429
24.411717845947997,92.95317402426748,0.52515
24.411717845947997,92.99808978847346,0.52515
24.456633610153972,92.27943756117784,0.339275
24.456633610153972,92.32435332538383,0.35727857142857145
24.456633610153972,92.36926908958979,0.33809285714285714
24.456633610153972,92.41418485379577,0.35644642857142855
24.456633610153972,92.45910061800174,0.35687142857142856
24.456633610153972,92.50401638220772,0.373775
24.456633610153972,92.5489321464137,0.373775
24.456633610153972,92.59384791061967,0.40273333333333333
24.456633610153972,92.63876367482565,0.42526785714285714
24.456633610153972,92.68367943903162,0.4360142857142857
24.456633610153972,92.7285952032376,0.43615714285714285
24.456633610153972,92.81842673164955,0.461725
24.456633610153972,92.86334249585553,0.46028214285714286
24.456633610153972,92.9082582600615,0.4738785714285715
24.456633610153972,92.95317402426748,0.47865714285714284
24.456633610153972,92.99808978847346,0.47865714285714284
24.501549374359946,92.23452179697186,0.313175
24.501549374359946,92.27943756117784,0.32004285714285713
24.501549374359946,92.32435332538383,0.3347678571428572
24.501549374359946,92.36926908958979,0.29558214285714285
24.501549374359946,92.41418485379577,0.33016071428571425
24.501549374359946,92.45910061800174,0.34873333333333334
24.501549374359946,92.50401638220772,0.3415464285714286
24.501549374359946,92.5489321464137,0.3415464285714286
24.501549374359946,92.59384791061967,0.3616964285714286
24.501549374359946,92.63876367482565,0.38866428571428574
24.501549374359946,92.68367943903162,0.41565714285714284
24.501549374359946,92.7285952032376,0.41780357142857144
24.501549374359946,92.77351096744358,0.4166
24.501549374359946,92.81842673164955,0.44676785714285716
