,State,Year,Temperature (°C)
701,Arunachal Pradesh,2005,23.705765475795623
702,Arunachal Pradesh,2006,24.17302429736668
703,Arunachal Pradesh,2007,23.91204024004534
704,Arunachal Pradesh,2008,23.508079235878974
705,Arunachal Pradesh,2009,24.755708368417903
706,Arunachal Pradesh,2010,24.009714936981407
707,Arunachal Pradesh,2011,24.054525729303755
708,Arunachal Pradesh,2012,23.589473682611736
709,Arunachal Pradesh,2013,23.89205104792038
710,Arunachal Pradesh,2014,24.0569287956054
711,Arunachal Pradesh,2015,23.728215114986323
712,Arunachal Pradesh,2016,23.90019768873078
713,Arunachal Pradesh,2017,23.98715138679801
714,Arunachal Pradesh,2018,23.65561994311134
715,Arunachal Pradesh,2019,23.79995410146401
716,Arunachal Pradesh,2020,23.72083152594558
717,Arunachal Pradesh,2021,24.304757955847546
718,Arunachal Pradesh,2022,23.831986449755842
719,Arunachal Pradesh,2023,24.283785666291266
720,Chandigarh,2000,30.45332800851971
721,Chandigarh,2001,30.325680815457172
722,Chandigarh,2002,30.586052791723706
723,Chandigarh,2003,30.078012323140122
724,Chandigarh,2004,31.15137304122927
725,Chandigarh,2005,29.915088239768743
726,Chandigarh,2006,30.460539327552105
727,Chandigarh,2007,30.63090673969267
728,Chandigarh,2008,30.071717632739997
729,Chandigarh,2009,30.7520348394949
730,Chandigarh,2010,31.03725848166742
731,Chandigarh,2011,30.214631827171765
732,Chandigarh,2012,29.65920812414422
733,Chandigarh,2013,30.09507835082914
734,Chandigarh,2014,29.692233378974585
735,Chandigarh,2015,29.79715122470713
736,Chandigarh,2016,31.447622851057353
737,Chandigarh,2017,30.854788528830067
738,Chandigarh,2018,30.723045032709564
739,Chandigarh,2019,30.338817891373793
740,Chandigarh,2020,30.357165677772713
741,Chandigarh,2021,30.594853947968964
742,Chandigarh,2022,31.095747755971395
743,Chandigarh,2023,30.201030731781515
744,Dadra and Nagar Haveli,2000,32.07539971363797
745,Dadra and Nagar Haveli,2001,31.809018414668117
746,Dadra and Nagar Haveli,2002,32.137606888597226
747,Dadra and Nagar Haveli,2003,32.060191703456226
748,Dadra and Nagar Haveli,2004,31.95090979596706
749,Dadra and Nagar Haveli,2005,31.591906295986963
750,Dadra and Nagar Haveli,2006,31.966664678041592
751,Dadra and Nagar Haveli,2007,32.20912182317145
752,Dadra and Nagar Haveli,2008,31.812702342600318
753,Dadra and Nagar Haveli,2009,32.51950542894642
754,Dadra and Nagar Haveli,2010,32.51212066976892
755,Dadra and Nagar Haveli,2011,31.984588155749115
756,Dadra and Nagar Haveli,2012,31.827483792705728
757,Dadra and Nagar Haveli,2013,31.74420116931153
758,Dadra and Nagar Haveli,2014,32.39372290498348
759,Dadra and Nagar Haveli,2015,32.34293739808295
760,Dadra and Nagar Haveli,2016,31.243682138169664
761,Dadra and Nagar Haveli,2017,31.55776160362725
762,Dadra and Nagar Haveli,2018,32.29581493855148
763,Dadra and Nagar Haveli,2019,32.329213896511945
764,Dadra and Nagar Haveli,2020,32.722582826233946
765,Dadra and Nagar Haveli,2021,32.5651413912421
766,Dadra and Nagar Haveli,2022,32.35825179970567
767,Dadra and Nagar Haveli,2023,32.69469832557768
768,Daman and Diu,2000,31.290873849277183
769,Daman and Diu,2001,30.980587349924736
770,Daman and Diu,2002,31.508664986523844
771,Daman and Diu,2003,31.120609751828916
772,Daman and Diu,2004,31.295888900556537
773,Daman and Diu,2005,30.8749807483636
774,Daman and Diu,2006,31.289325842696606
775,Daman and Diu,2007,31.39550124260561
776,Daman and Diu,2008,30.749558962511806
777,Daman and Diu,2009,31.600554797157752
778,Daman and Diu,2010,31.633274703349777
779,Daman and Diu,2011,31.210977808113675
780,Daman and Diu,2012,30.976218103538805
781,Daman and Diu,2013,30.88918495572123
782,Daman and Diu,2014,31.632162483811122
783,Daman and Diu,2015,31.819256886835387
784,Daman and Diu,2016,30.6809496307186
785,Daman and Diu,2017,30.791051489376592
786,Daman and Diu,2018,30.479451503377796
787,Daman and Diu,2019,31.19864713500646
788,Daman and Diu,2020,31.269852812489063
789,Daman and Diu,2021,31.355958381462422
790,Daman and Diu,2022,31.36468724841611
791,Daman and Diu,2023,31.51920700759565
792,Puducherry,2000,32.249259321527305
793,Puducherry,2001,32.21048718523498
794,Puducherry,2002,32.307314316670386
795,Puducherry,2003,32.394393073301934
796,Puducherry,2004,32.0168936337144
797,Puducherry,2005,32.20298980049314
798,Puducherry,2006,32.07936934917431
799,Puducherry,2007,32.10846503026228
800,Puducherry,2008,32.120399947694835
801,Puducherry,2009,32.45714245684823
802,Puducherry,2010,32.430538743181636
803,Puducherry,2011,32.25867051483225
804,Puducherry,2012,32.38025013076289
805,Puducherry,2013,32.37998019875961
806,Puducherry,2014,32.6386114847194
807,Puducherry,2015,32.76122692968691
808,Puducherry,2016,32.543293730852554
809,Puducherry,2017,31.881885601135764
810,Puducherry,2018,31.84001251587835
811,Puducherry,2019,32.77388758125979
812,Puducherry,2020,32.673989389524024
813,Puducherry,2021,32.482733691997296
814,Puducherry,2022,32.358764850930285
815,Puducherry,2023,32.68448871702905
