Year,Month,District,Rainfall (mm)
1981,1,Barpeta,31.783702199396153
1981,2,Barpeta,14.45487614204374
1981,3,Barpeta,74.34872329977486
1981,4,Barpeta,137.13954926913445
1981,5,Barpeta,443.92822890546176
1981,6,Barpeta,211.06832950036886
1981,7,Barpeta,445.1240631833023
1981,8,Barpeta,280.229590067207
1981,9,Barpeta,317.69569652530544
1981,10,Barpeta,31.903551473120686
1981,11,Barpeta,1.1268833591884098
1981,12,Barpeta,11.244768275919947
1982,1,Barpeta,7.736295379601179
1982,2,Barpeta,16.444446521323407
1982,3,Barpeta,27.629443058365116
1982,4,Barpeta,183.47215136336456
1982,5,Barpeta,336.8319117282627
1982,6,Barpeta,364.2515077855938
1982,7,Barpeta,445.1046534594247
1982,8,Barpeta,370.76167323875626
1982,9,Barpeta,251.00724989986574
1982,10,Barpeta,85.14931009811421
1982,11,Barpeta,11.628052369554515
1982,12,Barpeta,0.3168279014419469
1983,1,Barpeta,10.655486593813935
1983,2,Barpeta,25.291113948186503
1983,3,Barpeta,49.60782331732505
1983,4,Barpeta,138.12045176708384
1983,5,Barpeta,393.81727801322563
1983,6,Barpeta,417.7531451172385
1983,7,Barpeta,449.7771409673883
1983,8,Barpeta,298.98074628955004
1983,9,Barpeta,611.5389240306747
1983,10,Barpeta,161.2037808855695
1983,11,Barpeta,4.991187183774795
1983,12,Barpeta,9.333165964415207
1984,1,Barpeta,17.00723145208695
1984,2,Barpeta,10.427547891291166
1984,3,Barpeta,34.668401759532294
1984,4,Barpeta,209.019621040029
1984,5,Barpeta,424.30317624008154
1984,6,Barpeta,457.1847405402906
1984,7,Barpeta,738.3497159729224
1984,8,Barpeta,198.2341150538088
1984,9,Barpeta,526.1473504329794
1984,10,Barpeta,83.6919413149068
1984,11,Barpeta,11.413007983181767
1984,12,Barpeta,8.676028301857716
1985,1,Barpeta,7.793771712107237
1985,2,Barpeta,22.046024124658942
1985,3,Barpeta,93.08346501698595
1985,4,Barpeta,134.1190841030548
1985,5,Barpeta,503.93902830585824
1985,6,Barpeta,425.96399220099175
1985,7,Barpeta,562.584404794311
1985,8,Barpeta,303.25782430202787
1985,9,Barpeta,459.7429984188621
1985,10,Barpeta,47.56176055589542
1985,11,Barpeta,6.513937172173298
1985,12,Barpeta,9.665057427750265
1986,1,Barpeta,9.562029446339697
1986,2,Barpeta,9.029146591658609
1986,3,Barpeta,19.80844944465462
1986,4,Barpeta,231.74080256105242
1986,5,Barpeta,238.16990379503994
1986,6,Barpeta,354.30378196516796
1986,7,Barpeta,472.5969976193942
1986,8,Barpeta,308.9665865562137
1986,9,Barpeta,250.59573248987508
1986,10,Barpeta,243.00250063425244
1986,11,Barpeta,31.884831803796367
1986,12,Barpeta,7.121299232483934
1987,1,Barpeta,10.41126102008804
1987,2,Barpeta,16.970079625017163
1987,3,Barpeta,128.77311364057311
1987,4,Barpeta,136.70775926841094
1987,5,Barpeta,335.2492498306671
1987,6,Barpeta,413.5296792903252
1987,7,Barpeta,658.7072888278808
1987,8,Barpeta,238.4379140765422
1987,9,Barpeta,397.97521580228516
1987,10,Barpeta,130.0913663931925
1987,11,Barpeta,10.254324374179012
1987,12,Barpeta,1.8236973820158913
1988,1,Barpeta,12.859870933536307
1988,2,Barpeta,32.516409296596564
1988,3,Barpeta,71.73625370720475
1988,4,Barpeta,166.71381607202022
1988,5,Barpeta,663.2117381628958
1988,6,Barpeta,409.5977027314801
1988,7,Barpeta,503.4175748773461
1988,8,Barpeta,432.07614140698007
1988,9,Barpeta,502.50742188231806
1988,10,Barpeta,144.19662031829515
1988,11,Barpeta,9.797617929201326
1988,12,Barpeta,8.616995521296596
1989,1,Barpeta,13.632995906483437
1989,2,Barpeta,25.699782549548548
1989,3,Barpeta,32.199510643433435
1989,4,Barpeta,93.00665972528111
1989,5,Barpeta,293.16693835843927
1989,6,Barpeta,505.4957700824122
1989,7,Barpeta,720.9721449614726
1989,8,Barpeta,242.43092871473635
1989,9,Barpeta,436.4885561352592
1989,10,Barpeta,147.16476170188582
1989,11,Barpeta,9.809232190249745
1989,12,Barpeta,1.8690890250568049
1990,1,Barpeta,9.631927277301035
1990,2,Barpeta,28.532876793283513
1990,3,Barpeta,74.75012447089357
