Year,Month,District,Flood Events,Flood Extent (sq km)
2010,2,Jabalpur,4871110,4086.9386223529414
2010,3,Jabalpur,4871110,3909.736948235296
2010,4,Jabalpur,4871110,4383.870935294118
2010,5,Jabalpur,4871110,4384.068935294118
2010,6,Jabalpur,4871110,3941.550472941178
2010,7,Jabalpur,4871110,814.830391764706
2010,8,Jabalpur,4871110,2785.9453411764703
2010,9,Jabalpur,4871110,4217.7453000000005
2010,10,Jabalpur,4871110,1101.4369376470609
2010,11,Jabalpur,4871110,3640.496534117648
2010,12,Jabalpur,4871110,4370.349158823529
2011,1,Jabalpur,4871110,4378.170702352941
2011,2,Jabalpur,4871110,4380.842876470589
2011,3,Jabalpur,4871110,4357.1916105882365
2011,4,Jabalpur,4871110,4088.635415294118
2011,5,Jabalpur,4871110,2631.886814117649
2011,6,Jabalpur,4871110,4349.926372941177
2011,7,Jabalpur,4871110,0.0
2011,8,Jabalpur,4871110,2799.691905882353
2011,9,Jabalpur,4871110,0.0
2011,10,Jabalpur,4871110,4384.068935294118
2011,11,Jabalpur,4871110,2396.828544705883
2011,12,Jabalpur,4871110,4305.934094117648
2012,1,Jabalpur,4871110,3929.3102400000016
2012,2,Jabalpur,4871110,3868.1936435294124
2012,3,Jabalpur,4871110,4036.161684705885
2012,4,Jabalpur,4871110,4183.986515294117
2012,5,Jabalpur,4871110,3540.9059152941195
2012,6,Jabalpur,4871110,3852.398332941178
2012,7,Jabalpur,4871110,0.0
2012,8,Jabalpur,4871110,0.0
2012,9,Jabalpur,4871110,3617.970896470588
2012,10,Jabalpur,4871110,4335.578407058823
2012,11,Jabalpur,4871110,4188.559210588236
2012,12,Jabalpur,4871110,3968.291742352942
2013,1,Jabalpur,4871110,3799.380525882354
2013,2,Jabalpur,4871110,650.6575694117637
2013,3,Jabalpur,4871110,4282.903302352942
2013,4,Jabalpur,4871110,4383.923255294118
2013,5,Jabalpur,4871110,4384.068935294118
2013,6,Jabalpur,4871110,494.57472705882395
2013,7,Jabalpur,4871110,230.29072235294117
2013,8,Jabalpur,4871110,0.0
2013,9,Jabalpur,4871110,4096.480380000002
2013,10,Jabalpur,4871110,4384.068935294118
2013,11,Jabalpur,4871110,4384.061707058824
2013,12,Jabalpur,4871110,4383.419551764707
2014,1,Jabalpur,4871110,3384.314371764707
2014,2,Jabalpur,4871110,4379.403504705882
2014,3,Jabalpur,4871110,4384.068935294118
2014,4,Jabalpur,4871110,4384.068935294118
2014,5,Jabalpur,4871110,4384.059035294118
