Year,Month,District,Rainfall (mm)
2006,12,Jabalpur,0.000583223678552326
2007,1,Jabalpur,13.127439287467018
2007,2,Jabalpur,45.705539024702475
2007,3,Jabalpur,16.689927607201785
2007,4,Jabalpur,4.713085053144812
2007,5,Jabalpur,6.1382673089544975
2007,6,Jabalpur,119.0599528245241
2007,7,Jabalpur,404.3283752575149
2007,8,Jabalpur,342.1917057626236
2007,9,Jabalpur,226.3373302393145
2007,10,Jabalpur,10.904303955446435
2007,11,Jabalpur,0.004095356140116227
2007,12,Jabalpur,0.044309406458100206
2008,1,Jabalpur,10.701368248451196
2008,2,Jabalpur,8.837129892843697
2008,3,Jabalpur,15.521120460921702
2008,4,Jabalpur,1.4102606441793022
2008,5,Jabalpur,5.653807155046401
2008,6,Jabalpur,323.07259901159915
2008,7,Jabalpur,341.5176399204586
2008,8,Jabalpur,423.7196552025345
2008,9,Jabalpur,153.49952066104214
2008,10,Jabalpur,23.131784393106447
2008,11,Jabalpur,6.690671971009627
2008,12,Jabalpur,1.67179645756998
2009,1,Jabalpur,31.99257088275805
2009,2,Jabalpur,6.78233995679023
2009,3,Jabalpur,9.76773832545002
2009,4,Jabalpur,0.3598955563333941
2009,5,Jabalpur,8.726123228723022
2009,6,Jabalpur,95.05242425750129
2009,7,Jabalpur,321.3092592145774
2009,8,Jabalpur,327.83014506956033
2009,9,Jabalpur,261.75907016561916
2009,10,Jabalpur,53.01516169700876
2009,11,Jabalpur,17.35386460980962
2009,12,Jabalpur,8.857348892037274
2010,1,Jabalpur,13.842994567127628
2010,2,Jabalpur,14.484070076238833
2010,3,Jabalpur,8.409708907195956
2010,4,Jabalpur,0.4904347845371505
2010,5,Jabalpur,4.455301395507057
2010,6,Jabalpur,92.32446639936569
2010,7,Jabalpur,495.8500632852031
2010,8,Jabalpur,432.70198917640766
2010,9,Jabalpur,332.42618870222356
2010,10,Jabalpur,27.57703807962226
2010,11,Jabalpur,11.854960095988867
2010,12,Jabalpur,5.406306015874471
2011,1,Jabalpur,12.260431548469676
2011,2,Jabalpur,11.909135162923729
2011,3,Jabalpur,6.763648928170902
2011,4,Jabalpur,6.107128485840154
2011,5,Jabalpur,12.286587776873304
2011,6,Jabalpur,227.28466884254405
2011,7,Jabalpur,479.6751267465033
2011,8,Jabalpur,452.6490642473497
2011,9,Jabalpur,254.10879223319105
2011,10,Jabalpur,9.15681375655424
2011,11,Jabalpur,1.5758305621929944
2011,12,Jabalpur,0.0
2012,1,Jabalpur,38.477963199952924
2012,2,Jabalpur,8.588401961797768
2012,3,Jabalpur,6.697672850955302
2012,4,Jabalpur,3.512274913699424
2012,5,Jabalpur,5.984024312227197
2012,6,Jabalpur,92.98632231902918
2012,7,Jabalpur,526.2702693676197
2012,8,Jabalpur,494.5398474030755
2012,9,Jabalpur,148.79655841607834
2012,10,Jabalpur,21.013522397441704
2012,11,Jabalpur,9.952110986802866
2012,12,Jabalpur,3.6275957977224
2013,1,Jabalpur,17.592483456905146
2013,2,Jabalpur,33.03256520206114
2013,3,Jabalpur,47.93237411612745
2013,4,Jabalpur,13.671921179553962
2013,5,Jabalpur,3.4641464283706385
2013,6,Jabalpur,415.4298521184588
2013,7,Jabalpur,566.2819001258921
2013,8,Jabalpur,717.8935909664926
2013,9,Jabalpur,101.09967602106353
2013,10,Jabalpur,114.17980819054651
2013,11,Jabalpur,2.2788037457543706
2013,12,Jabalpur,0.13770742414887746
2014,1,Jabalpur,48.93077287429346
2014,2,Jabalpur,59.47484074677623
2014,3,Jabalpur,25.98575449938477
2014,4,Jabalpur,4.364189057230256
2014,5,Jabalpur,0.5579736206104162
2014,6,Jabalpur,116.81577871219359
2014,7,Jabalpur,477.53683357871483
2014,8,Jabalpur,244.94784600905822
2014,9,Jabalpur,188.58236685407707
2014,10,Jabalpur,37.26304131175738
2014,11,Jabalpur,7.028279636991616
2014,12,Jabalpur,4.252006861664144
2015,1,Jabalpur,33.819961149613924
2015,2,Jabalpur,11.321242072455723
2015,3,Jabalpur,43.164920853276065
2015,4,Jabalpur,8.962237761183992
2015,5,Jabalpur,5.88821818931581
2015,6,Jabalpur,117.24759269642715
2015,7,Jabalpur,313.8878680519923
2015,8,Jabalpur,341.8920470866185
2015,9,Jabalpur,110.99062342550995
2015,10,Jabalpur,25.944998234719197
2015,11,Jabalpur,9.297334665054835
2015,12,Jabalpur,0.09581590401544951
2016,1,Jabalpur,14.230119426318597
2016,2,Jabalpur,18.145206481297706
2016,3,Jabalpur,17.59993323770782
2016,4,Jabalpur,1.7375959203486622
2016,5,Jabalpur,22.786437777104368
2016,6,Jabalpur,106.4319094456217
2016,7,Jabalpur,657.817671286697
2016,8,Jabalpur,565.6381473196976
2016,9,Jabalpur,153.42448136876172
2016,10,Jabalpur,27.13561204728875
2016,11,Jabalpur,2.0976465899094645
2016,12,Jabalpur,0.1377715258847946
2017,1,Jabalpur,10.815853837151057
2017,2,Jabalpur,7.604547606604989
2017,3,Jabalpur,6.852801483599145
2017,4,Jabalpur,0.0
2017,5,Jabalpur,7.112562375450615
2017,6,Jabalpur,149.6562398549189
2017,7,Jabalpur,462.2113036319747
2017,8,Jabalpur,263.04065223858174
2017,9,Jabalpur,159.29813396091075
2017,10,Jabalpur,15.680793909032875
2017,11,Jabalpur,4.075370675146502
2017,12,Jabalpur,3.8085327993062297
2018,1,Jabalpur,12.827033175929284
2018,2,Jabalpur,25.76650332166318
2018,3,Jabalpur,5.326633447616913
2018,4,Jabalpur,1.308699044752578
2018,5,Jabalpur,7.186852909015437
2018,6,Jabalpur,151.14471520149954
2018,7,Jabalpur,541.6628841070882
2018,8,Jabalpur,426.0173637800271
2018,9,Jabalpur,135.4693184014611
2018,10,Jabalpur,8.228391643352863
2018,11,Jabalpur,1.7361574042774808
2018,12,Jabalpur,5.339511324713883
2019,1,Jabalpur,18.206735366241492
2019,2,Jabalpur,11.385540429513982
2019,3,Jabalpur,10.198665250959433
2019,4,Jabalpur,13.04157902589269
2019,5,Jabalpur,6.8156809011116835
2019,6,Jabalpur,101.87954063996983
2019,7,Jabalpur,410.5538418249936
2019,8,Jabalpur,607.761167633072
2019,9,Jabalpur,419.24746282684265
2019,10,Jabalpur,19.229978921443777
2019,11,Jabalpur,7.936874231326638
2019,12,Jabalpur,6.979571189156486
2020,1,Jabalpur,26.499473561937712
2020,2,Jabalpur,11.956412325368339
2020,3,Jabalpur,29.57329994753702
2020,4,Jabalpur,4.680484521133145
2020,5,Jabalpur,10.893367087807988
2020,6,Jabalpur,209.10845174589386
2020,7,Jabalpur,256.88312341038676
2020,8,Jabalpur,583.6576079576715
2020,9,Jabalpur,176.95664777771898
2020,10,Jabalpur,28.123871832949597
2020,11,Jabalpur,7.843677673756905
2020,12,Jabalpur,7.280869943149375
2000,1,Mandla,17.015590993687947
2000,2,Mandla,20.220626257132984
2000,3,Mandla,14.328371732682394
2000,4,Mandla,7.725609958879639
2000,5,Mandla,15.100086693306483
2000,6,Mandla,135.04722129508076
2000,7,Mandla,469.8810060001819
2000,8,Mandla,271.82935959479823
2000,9,Mandla,113.87442552849815
2000,10,Mandla,22.203266807191298
2000,11,Mandla,1.345245767033793
2000,12,Mandla,3.9577227170175773
2001,1,Mandla,15.598860058124595
2001,2,Mandla,13.777413911228871
2001,3,Mandla,23.715514006189032
2001,4,Mandla,14.358964318837645
2001,5,Mandla,14.724692118811321
2001,6,Mandla,272.19300666913836
2001,7,Mandla,535.2018915001499
2001,8,Mandla,391.5560589736941
2001,9,Mandla,43.38116871560994
2001,10,Mandla,102.32390157497892
2001,11,Mandla,6.203365695449427
2001,12,Mandla,3.660431197812855
2002,1,Mandla,19.154887224781064
2002,2,Mandla,26.87654843182689
2002,3,Mandla,18.132587388989883
2002,4,Mandla,6.835847038737392
2002,5,Mandla,14.478506067328679
2002,6,Mandla,166.94102661640193
2002,7,Mandla,176.9581988216837
2002,8,Mandla,543.3533251221704
2002,9,Mandla,141.76854940533053
2002,10,Mandla,37.639230361278216
2002,11,Mandla,1.1323152722706404
2002,12,Mandla,4.399535969930907
2003,1,Mandla,16.288240261762994
2003,2,Mandla,54.04500486283125
2003,3,Mandla,25.621753083065013
2003,4,Mandla,7.776465971537001
2003,5,Mandla,2.306503103180399
2003,6,Mandla,148.7123539409264
2003,7,Mandla,426.660078114448
2003,8,Mandla,550.5128609815469
2003,9,Mandla,406.6235032937016
2003,10,Mandla,40.58988893537282
2003,11,Mandla,2.243830567517418
2003,12,Mandla,8.631292816505994
2004,1,Mandla,46.61771097908509
2004,2,Mandla,13.787449557908586
2004,3,Mandla,15.107187323899272
2004,4,Mandla,12.610358964388537
2004,5,Mandla,7.040470781980952
2004,6,Mandla,238.59583858479485
2004,7,Mandla,344.261592588213
2004,8,Mandla,470.66581980889265
2004,9,Mandla,160.3709054086975
2004,10,Mandla,26.907737034657295
2004,11,Mandla,6.093468459280619
2004,12,Mandla,3.038323237778471
2005,1,Mandla,63.96063162823603
2005,2,Mandla,18.571941025180923
2005,3,Mandla,35.39264724895383
2005,4,Mandla,9.737062971732497
2005,5,Mandla,8.0953099914627
2005,6,Mandla,172.90349287308672
2005,7,Mandla,816.3917790762212
2005,8,Mandla,421.46009003173987
2005,9,Mandla,275.50298786259407
2005,10,Mandla,46.07620962137136
2005,11,Mandla,3.655285301680859
2005,12,Mandla,7.268292697638324
2006,1,Mandla,17.433420929600793
2006,2,Mandla,9.689656441291692
2006,3,Mandla,64.26879879474686
2006,4,Mandla,13.394606294922815
2006,5,Mandla,19.769511231349753
2006,6,Mandla,106.92565095984551
2006,7,Mandla,433.15130424782996
2006,8,Mandla,346.3940973389149
2006,9,Mandla,165.74657011884636
2006,10,Mandla,23.131783679660927
2006,11,Mandla,9.068823373944992
2006,12,Mandla,4.0272292525091
2007,1,Mandla,16.404382249249792
2007,2,Mandla,50.61734263323589
2007,3,Mandla,23.32498431883744
2007,4,Mandla,8.474756493431903
2007,5,Mandla,8.185286512945288
2007,6,Mandla,140.00760852904256
2007,7,Mandla,423.5321152095372
2007,8,Mandla,487.3449401574446
2007,9,Mandla,250.05806636304166
2007,10,Mandla,18.969910044763388
2007,11,Mandla,4.6864243773801615
2007,12,Mandla,5.606887257418888
2008,1,Mandla,13.136195075687736
2008,2,Mandla,13.259416286557698
2008,3,Mandla,37.26568409060752
2008,4,Mandla,8.644100010696244
2008,5,Mandla,5.99541129840866
2008,6,Mandla,286.31046618537215
2008,7,Mandla,332.4291274366799
2008,8,Mandla,413.9654862656718
2008,9,Mandla,188.6988742593959
2008,10,Mandla,31.133464227161703
2008,11,Mandla,9.474124175224771
2008,12,Mandla,4.16340717075688
2009,1,Mandla,25.909804623481534
2009,2,Mandla,9.67122357676723
2009,3,Mandla,12.7221908447473
2009,4,Mandla,7.920502865268594
2009,5,Mandla,8.0210919300135
2009,6,Mandla,99.80201269352362
2009,7,Mandla,369.2954571363616
2009,8,Mandla,512.4174747395709
2009,9,Mandla,209.15104436328454
2009,10,Mandla,57.55875900547435
2009,11,Mandla,16.93688525347296
2009,12,Mandla,10.441799742890403
2010,1,Mandla,17.336621778911507
2010,2,Mandla,19.197245477092412
2010,3,Mandla,21.204602983181434
2010,4,Mandla,7.675536493324807
2010,5,Mandla,6.138368728994251
2010,6,Mandla,110.33761868565203
2010,7,Mandla,494.4050274711077
